country,year,age,sex,cases
MG,2008,55-64,m,836
MG,2008,65+,f,171
MG,2008,65+,m,465
MG,2008,,f,251
MG,2008,,f,0
MG,2008,,m,142
MG,2008,,m,0
MH,1996,15-24,f,7
MH,1996,15-24,m,8
MH,1996,25-34,f,3
MH,1996,25-34,m,3
MH,1996,35-44,f,3
MH,1996,35-44,m,3
MH,1996,45-54,f,2
MH,1996,45-54,m,5
MH,1996,55-64,f,3
MH,1996,55-64,m,3
MH,1996,65+,f,2
MH,1996,65+,m,0
MH,1996,,f,12
MH,1996,,m,7
MH,1998,15-24,f,1
MH,1998,15-24,m,2
MH,1998,25-34,f,3
MH,1998,25-34,m,0
MH,1998,35-44,f,1
MH,1998,35-44,m,1
MH,1998,45-54,f,0
MH,1998,45-54,m,1
MH,1998,55-64,f,1
MH,1998,55-64,m,1
MH,1998,65+,f,0
MH,1998,65+,m,0
MH,1998,,f,0
MH,1998,,m,0
MH,1999,15-24,f,10
MH,1999,15-24,m,10
MH,1999,25-34,f,7
MH,1999,25-34,m,3
MH,1999,35-44,f,2
MH,1999,35-44,m,4
MH,1999,45-54,f,2
MH,1999,45-54,m,1
MH,1999,55-64,f,2
MH,1999,55-64,m,6
MH,1999,65+,f,0
MH,1999,65+,m,0
MH,1999,,f,2
MH,1999,,m,5
MH,2000,15-24,f,7
MH,2000,15-24,m,5
MH,2000,25-34,f,3
MH,2000,25-34,m,4
MH,2000,35-44,f,0
MH,2000,35-44,m,1
MH,2000,45-54,f,2
MH,2000,45-54,m,3
MH,2000,55-64,f,2
MH,2000,55-64,m,5
MH,2000,65+,f,0
MH,2000,65+,m,3
MH,2000,,f,7
MH,2000,,m,3
MH,2001,15-24,f,6
MH,2001,15-24,m,8
MH,2001,25-34,f,4
MH,2001,25-34,m,4
MH,2001,35-44,f,7
MH,2001,35-44,m,2
MH,2001,45-54,f,8
MH,2001,45-54,m,4
MH,2001,55-64,f,2
MH,2001,55-64,m,2
MH,2001,65+,f,1
MH,2001,65+,m,0
MH,2001,,f,5
MH,2001,,m,3
MH,2002,15-24,f,2
MH,2002,15-24,m,1
MH,2002,25-34,f,0
MH,2002,25-34,m,2
MH,2002,35-44,f,0
MH,2002,35-44,m,1
MH,2002,45-54,f,3
MH,2002,45-54,m,3
MH,2002,55-64,f,1
MH,2002,55-64,m,2
MH,2002,65+,f,1
MH,2002,65+,m,2
MH,2002,,f,0
MH,2002,,m,0
MH,2003,15-24,f,9
MH,2003,15-24,m,4
MH,2003,25-34,f,2
MH,2003,25-34,m,2
MH,2003,35-44,f,4
MH,2003,35-44,m,7
MH,2003,45-54,f,6
MH,2003,45-54,m,7
MH,2003,55-64,f,1
MH,2003,55-64,m,2
MH,2003,65+,f,4
MH,2003,65+,m,2
MH,2003,,f,4
MH,2003,,m,6
MH,2004,15-24,f,7
MH,2004,15-24,m,5
MH,2004,25-34,f,5
MH,2004,25-34,m,4
MH,2004,35-44,f,3
MH,2004,35-44,m,3
MH,2004,45-54,f,3
MH,2004,45-54,m,3
MH,2004,55-64,f,0
MH,2004,55-64,m,2
MH,2004,65+,f,1
MH,2004,,f,1
MH,2004,,m,2
MH,2005,15-24,f,9
MH,2005,15-24,m,4
MH,2005,25-34,f,2
MH,2005,25-34,m,4
MH,2005,35-44,f,4
MH,2005,35-44,m,5
MH,2005,45-54,f,3
MH,2005,45-54,m,6
MH,2005,55-64,f,4
MH,2005,55-64,m,1
MH,2005,65+,f,2
MH,2005,65+,m,1
MH,2005,,f,1
MH,2005,,m,2
MH,2006,15-24,f,2
MH,2006,15-24,m,4
MH,2006,25-34,f,3
MH,2006,25-34,m,3
MH,2006,35-44,f,3
MH,2006,35-44,m,4
MH,2006,45-54,f,7
MH,2006,45-54,m,6
MH,2006,55-64,f,4
MH,2006,55-64,m,3
MH,2006,65+,f,2
MH,2006,65+,m,2
MH,2006,,f,2
MH,2007,0-4,f,0
MH,2007,0-4,m,0
MH,2007,15-24,f,3
MH,2007,15-24,m,1
MH,2007,25-34,f,3
MH,2007,25-34,m,1
MH,2007,35-44,f,2
MH,2007,35-44,m,2
MH,2007,45-54,f,3
MH,2007,45-54,m,5
MH,2007,May-14,f,0
MH,2007,May-14,m,0
MH,2007,55-64,f,3
MH,2007,55-64,m,1
MH,2007,65+,f,0
MH,2007,65+,m,0
MH,2007,,f,1
MH,2007,,m,0
MH,2008,0-4,f,0
MH,2008,0-4,m,0
MH,2008,15-24,f,3
MH,2008,15-24,m,1
MH,2008,25-34,f,2
MH,2008,25-34,m,1
MH,2008,35-44,f,4
MH,2008,35-44,m,2
MH,2008,45-54,f,5
MH,2008,45-54,m,3
MH,2008,May-14,f,2
MH,2008,May-14,m,1
MH,2008,55-64,f,1
MH,2008,55-64,m,0
MH,2008,65+,f,0
MH,2008,65+,m,0
MH,2008,,f,2
MH,2008,,f,0
MH,2008,,m,1
MH,2008,,m,0
MK,1995,15-24,f,32
MK,1995,15-24,m,15
MK,1995,25-34,f,30
MK,1995,25-34,m,42
MK,1995,35-44,f,20
MK,1995,35-44,m,45
MK,1995,45-54,f,11
MK,1995,45-54,m,33
MK,1995,55-64,f,17
MK,1995,55-64,m,29
MK,1995,65+,f,17
MK,1995,65+,m,24
MK,1995,,f,2
MK,1995,,m,2
MK,1996,15-24,f,15
MK,1996,15-24,m,17
MK,1996,25-34,f,25
MK,1996,25-34,m,20
MK,1996,35-44,f,17
MK,1996,35-44,m,35
MK,1996,45-54,f,9
MK,1996,45-54,m,16
MK,1996,55-64,f,19
MK,1996,55-64,m,25
MK,1996,65+,f,12
MK,1996,65+,m,22
MK,1996,,f,3
MK,1996,,m,5
MK,1997,15-24,f,14
MK,1997,15-24,m,8
MK,1997,25-34,f,19
MK,1997,25-34,m,21
MK,1997,35-44,f,13
MK,1997,35-44,m,25
MK,1997,45-54,f,6
MK,1997,45-54,m,24
MK,1997,55-64,f,7
MK,1997,55-64,m,21
MK,1997,65+,f,11
MK,1997,65+,m,21
MK,1997,,f,1
MK,1997,,m,1
MK,1998,15-24,f,16
MK,1998,15-24,m,14
MK,1998,25-34,f,18
MK,1998,25-34,m,19
MK,1998,35-44,f,8
MK,1998,35-44,m,56
MK,1998,45-54,f,8
MK,1998,45-54,m,18
MK,1998,55-64,f,6
MK,1998,55-64,m,21
MK,1998,65+,f,4
MK,1998,65+,m,13
MK,1998,,f,5
MK,1998,,m,3
MK,1999,15-24,f,7
MK,1999,15-24,m,11
MK,1999,25-34,f,9
MK,1999,25-34,m,10
MK,1999,35-44,f,5
MK,1999,35-44,m,19
MK,1999,45-54,f,1
MK,1999,45-54,m,27
MK,1999,55-64,f,10
MK,1999,55-64,m,15
MK,1999,65+,f,1
MK,1999,65+,m,5
MK,1999,,f,1
MK,1999,,m,1
MK,2000,15-24,f,15
MK,2000,15-24,m,8
MK,2000,25-34,f,14
MK,2000,25-34,m,14
MK,2000,35-44,f,17
MK,2000,35-44,m,20
MK,2000,45-54,f,5
MK,2000,45-54,m,19
MK,2000,55-64,f,5
MK,2000,55-64,m,20
MK,2000,65+,f,10
MK,2000,65+,m,14
MK,2000,,f,1
MK,2000,,m,5
MK,2001,15-24,f,17
MK,2001,15-24,m,10
MK,2001,25-34,f,18
MK,2001,25-34,m,17
MK,2001,35-44,f,14
MK,2001,35-44,m,17
MK,2001,45-54,f,7
MK,2001,45-54,m,15
MK,2001,55-64,f,3
MK,2001,55-64,m,21
MK,2001,65+,f,7
MK,2001,65+,m,16
MK,2001,,f,1
MK,2001,,m,1
MK,2002,15-24,f,18
MK,2002,15-24,m,20
MK,2002,25-34,f,24
MK,2002,25-34,m,17
MK,2002,35-44,f,12
MK,2002,35-44,m,28
MK,2002,45-54,f,4
MK,2002,45-54,m,31
MK,2002,55-64,f,6
MK,2002,55-64,m,22
MK,2002,65+,f,6
MK,2002,65+,m,7
MK,2002,,f,3
MK,2002,,m,2
MK,2003,15-24,f,16
MK,2003,15-24,m,20
MK,2003,25-34,f,16
MK,2003,25-34,m,23
MK,2003,35-44,f,9
MK,2003,35-44,m,35
MK,2003,45-54,f,9
MK,2003,45-54,m,28
MK,2003,55-64,f,1
MK,2003,55-64,m,17
MK,2003,65+,f,8
MK,2003,65+,m,17
MK,2003,,f,0
MK,2003,,m,1
MK,2004,15-24,f,15
MK,2004,15-24,m,12
MK,2004,25-34,f,20
MK,2004,25-34,m,18
MK,2004,35-44,f,19
MK,2004,35-44,m,19
MK,2004,45-54,f,6
MK,2004,45-54,m,33
MK,2004,55-64,f,3
MK,2004,55-64,m,21
MK,2004,65+,f,17
MK,2004,65+,m,15
MK,2004,,f,0
MK,2004,,m,2
MK,2005,0-4,f,1
MK,2005,0-4,m,0
MK,2005,15-24,f,17
MK,2005,15-24,m,14
MK,2005,25-34,f,13
MK,2005,25-34,m,20
MK,2005,35-44,f,10
MK,2005,35-44,m,23
MK,2005,45-54,f,7
MK,2005,45-54,m,20
MK,2005,May-14,f,1
MK,2005,May-14,m,2
MK,2005,55-64,f,5
MK,2005,55-64,m,18
MK,2005,65+,f,13
MK,2005,65+,m,13
MK,2005,,f,2
MK,2005,,f,0
MK,2005,,m,2
MK,2005,,m,1
MK,2006,0-4,f,0
MK,2006,0-4,m,0
MK,2006,15-24,f,16
MK,2006,15-24,m,15
MK,2006,25-34,f,9
MK,2006,25-34,m,15
MK,2006,35-44,f,9
MK,2006,35-44,m,25
MK,2006,45-54,f,6
MK,2006,45-54,m,37
MK,2006,May-14,f,3
MK,2006,May-14,m,0
MK,2006,55-64,f,7
MK,2006,55-64,m,18
MK,2006,65+,f,11
MK,2006,65+,m,7
MK,2006,,f,3
MK,2006,,f,0
MK,2006,,m,0
MK,2006,,m,0
MK,2007,0-4,f,0
MK,2007,0-4,m,0
MK,2007,15-24,f,11
MK,2007,15-24,m,12
MK,2007,25-34,f,12
MK,2007,25-34,m,22
MK,2007,35-44,f,9
MK,2007,35-44,m,27
MK,2007,45-54,f,4
MK,2007,45-54,m,46
MK,2007,May-14,f,4
MK,2007,May-14,m,1
MK,2007,55-64,f,4
MK,2007,55-64,m,21
MK,2007,65+,f,8
MK,2007,65+,m,19
MK,2007,,f,4
MK,2007,,f,0
MK,2007,,m,1
MK,2007,,m,0
MK,2008,0-4,f,0
MK,2008,0-4,m,0
MK,2008,15-24,f,24
MK,2008,15-24,m,18
MK,2008,25-34,f,15
MK,2008,25-34,m,21
MK,2008,35-44,f,14
MK,2008,35-44,m,13
MK,2008,45-54,f,8
MK,2008,45-54,m,25
MK,2008,May-14,f,2
MK,2008,May-14,m,1
MK,2008,55-64,f,7
MK,2008,55-64,m,15
MK,2008,65+,f,10
MK,2008,65+,m,15
MK,2008,,f,2
MK,2008,,f,0
MK,2008,,m,1
MK,2008,,m,0
ML,1995,15-24,f,132
ML,1995,15-24,m,72
ML,1995,25-34,f,184
ML,1995,25-34,m,357
ML,1995,35-44,f,128
ML,1995,35-44,m,294
ML,1995,45-54,f,107
ML,1995,45-54,m,181
ML,1995,55-64,f,61
ML,1995,55-64,m,138
ML,1995,65+,f,52
ML,1995,65+,m,102
ML,1995,,f,31
ML,1995,,m,27
ML,1996,15-24,f,153
ML,1996,15-24,m,182
ML,1996,25-34,f,197
ML,1996,25-34,m,408
ML,1996,35-44,f,128
ML,1996,35-44,m,364
ML,1996,45-54,f,95
ML,1996,45-54,m,226
ML,1996,55-64,f,51
ML,1996,55-64,m,157
ML,1996,65+,f,36
ML,1996,65+,m,136
ML,1996,,f,21
ML,1996,,m,19
ML,1997,15-24,f,178
ML,1997,15-24,m,226
ML,1997,25-34,f,264
ML,1997,25-34,m,559
ML,1997,35-44,f,167
ML,1997,35-44,m,493
ML,1997,45-54,f,111
ML,1997,45-54,m,357
ML,1997,55-64,f,60
ML,1997,55-64,m,255
ML,1997,65+,f,34
ML,1997,65+,m,164
ML,1997,,f,15
ML,1997,,m,16
ML,1998,15-24,f,173
ML,1998,15-24,m,193
ML,1998,25-34,f,237
ML,1998,25-34,m,501
ML,1998,35-44,f,164
ML,1998,35-44,m,428
ML,1998,45-54,f,88
ML,1998,45-54,m,308
ML,1998,55-64,f,79
ML,1998,55-64,m,205
ML,1998,65+,f,30
ML,1998,65+,m,130
ML,1998,,f,11
ML,1998,,m,13
ML,1999,15-24,f,180
ML,1999,15-24,m,235
ML,1999,25-34,f,226
ML,1999,25-34,m,475
ML,1999,35-44,f,171
ML,1999,35-44,m,429
ML,1999,45-54,f,120
ML,1999,45-54,m,315
ML,1999,55-64,f,96
ML,1999,55-64,m,216
ML,1999,65+,f,58
ML,1999,65+,m,129
ML,1999,,f,21
ML,1999,,m,19
ML,2000,15-24,f,174
ML,2000,15-24,m,206
ML,2000,25-34,f,232
ML,2000,25-34,m,430
ML,2000,35-44,f,152
ML,2000,35-44,m,396
ML,2000,45-54,f,106
ML,2000,45-54,m,297
ML,2000,55-64,f,75
ML,2000,55-64,m,235
ML,2000,65+,f,43
ML,2000,65+,m,144
ML,2000,,f,14
ML,2000,,m,23
ML,2002,15-24,f,141
ML,2002,15-24,m,209
ML,2002,25-34,f,250
ML,2002,25-34,m,547
ML,2002,35-44,f,166
ML,2002,35-44,m,447
ML,2002,45-54,f,190
ML,2002,45-54,m,430
ML,2002,55-64,f,71
ML,2002,55-64,m,151
ML,2002,65+,f,24
ML,2002,65+,m,72
ML,2002,,f,39
ML,2002,,m,20
ML,2003,15-24,f,172
ML,2003,15-24,m,348
ML,2003,25-34,f,278
ML,2003,25-34,m,619
ML,2003,35-44,f,212
ML,2003,35-44,m,438
ML,2003,45-54,f,123
ML,2003,45-54,m,330
ML,2003,55-64,f,73
ML,2003,55-64,m,201
ML,2003,65+,f,45
ML,2003,65+,m,115
ML,2003,,f,29
ML,2003,,m,32
ML,2004,15-24,f,191
ML,2004,15-24,m,302
ML,2004,25-34,f,284
ML,2004,25-34,m,584
ML,2004,35-44,f,183
ML,2004,35-44,m,473
ML,2004,45-54,f,151
ML,2004,45-54,m,316
ML,2004,55-64,f,105
ML,2004,55-64,m,219
ML,2004,65+,f,57
ML,2004,65+,m,147
ML,2004,,f,29
ML,2004,,m,28
ML,2005,15-24,f,208
ML,2005,15-24,m,350
ML,2005,25-34,f,348
ML,2005,25-34,m,628
ML,2005,35-44,f,245
ML,2005,35-44,m,539
ML,2005,45-54,f,152
ML,2005,45-54,m,365
ML,2005,55-64,f,101
ML,2005,55-64,m,263
ML,2005,65+,f,72
ML,2005,65+,m,193
ML,2005,,f,33
ML,2005,,m,26
ML,2006,15-24,f,250
ML,2006,15-24,m,361
ML,2006,25-34,f,371
ML,2006,25-34,m,679
ML,2006,35-44,f,249
ML,2006,35-44,m,550
ML,2006,45-54,f,168
ML,2006,45-54,m,436
ML,2006,55-64,f,116
ML,2006,55-64,m,272
ML,2006,65+,f,76
ML,2006,65+,m,216
ML,2006,,f,30
ML,2006,,m,28
ML,2007,15-24,f,263
ML,2007,15-24,m,369
ML,2007,25-34,f,385
ML,2007,25-34,m,696
ML,2007,35-44,f,258
ML,2007,35-44,m,570
ML,2007,45-54,f,160
ML,2007,45-54,m,422
ML,2007,55-64,f,113
ML,2007,55-64,m,291
ML,2007,65+,f,95
ML,2007,65+,m,213
ML,2007,,f,30
ML,2007,,m,29
ML,2008,0-4,f,3
ML,2008,0-4,m,2
ML,2008,15-24,f,332
ML,2008,15-24,m,453
ML,2008,25-34,f,516
ML,2008,25-34,m,809
ML,2008,35-44,f,320
ML,2008,35-44,m,640
ML,2008,45-54,f,245
ML,2008,45-54,m,503
ML,2008,May-14,f,34
ML,2008,May-14,m,20
ML,2008,55-64,f,172
ML,2008,55-64,m,314
ML,2008,65+,f,121
ML,2008,65+,m,250
ML,2008,,f,37
ML,2008,,f,0
ML,2008,,m,22
ML,2008,,m,0
MM,1995,15-24,f,535
MM,1995,15-24,m,713
MM,1995,25-34,f,729
MM,1995,25-34,m,1423
MM,1995,35-44,f,729
MM,1995,35-44,m,1401
MM,1995,45-54,f,450
MM,1995,45-54,m,977
MM,1995,55-64,f,343
MM,1995,55-64,m,677
MM,1995,65+,f,154
MM,1995,65+,m,298
MM,1995,,f,58
MM,1995,,m,42
MM,1996,15-24,f,577
MM,1996,15-24,m,767
MM,1996,25-34,f,938
MM,1996,25-34,m,1511
MM,1996,35-44,f,817
MM,1996,35-44,m,1535
MM,1996,45-54,f,558
MM,1996,45-54,m,1110
MM,1996,55-64,f,408
MM,1996,55-64,m,798
MM,1996,65+,f,184
MM,1996,65+,m,400
MM,1996,,f,55
MM,1996,,m,58
MM,1997,15-24,f,535
MM,1997,15-24,m,676
MM,1997,25-34,f,883
MM,1997,25-34,m,1452
MM,1997,35-44,f,715
MM,1997,35-44,m,1405
MM,1997,45-54,f,492
MM,1997,45-54,m,1061
MM,1997,55-64,f,308
MM,1997,55-64,m,753
MM,1997,65+,f,183
MM,1997,65+,m,441
MM,1997,,f,54
MM,1997,,m,56
MM,1998,15-24,f,650
MM,1998,15-24,m,798
MM,1998,25-34,f,997
MM,1998,25-34,m,1491
MM,1998,35-44,f,856
MM,1998,35-44,m,1584
MM,1998,45-54,f,577
MM,1998,45-54,m,1187
MM,1998,55-64,f,382
MM,1998,55-64,m,763
MM,1998,65+,f,229
MM,1998,65+,m,438
MM,1998,,f,73
MM,1998,,m,64
MM,1999,15-24,f,737
MM,1999,15-24,m,936
MM,1999,25-34,f,1076
MM,1999,25-34,m,1800
MM,1999,35-44,f,919
MM,1999,35-44,m,1805
MM,1999,45-54,f,647
MM,1999,45-54,m,1366
MM,1999,55-64,f,420
MM,1999,55-64,m,833
MM,1999,65+,f,284
MM,1999,65+,m,540
MM,1999,,f,58
MM,1999,,m,37
MM,2000,15-24,f,1040
MM,2000,15-24,m,1459
MM,2000,25-34,f,1592
MM,2000,25-34,m,2636
MM,2000,35-44,f,1397
MM,2000,35-44,m,2781
MM,2000,45-54,f,987
MM,2000,45-54,m,2161
MM,2000,55-64,f,592
MM,2000,55-64,m,1235
MM,2000,65+,f,378
MM,2000,65+,m,836
MM,2000,,f,72
MM,2000,,m,88
MM,2001,15-24,f,1306
MM,2001,15-24,m,1800
MM,2001,25-34,f,1918
MM,2001,25-34,m,3253
MM,2001,35-44,f,1568
MM,2001,35-44,m,3353
MM,2001,45-54,f,1186
MM,2001,45-54,m,2624
MM,2001,55-64,f,650
MM,2001,55-64,m,1443
MM,2001,65+,f,487
MM,2001,65+,m,931
MM,2001,,f,98
MM,2001,,m,69
MM,2002,15-24,f,1563
MM,2002,15-24,m,2125
MM,2002,25-34,f,2044
MM,2002,25-34,m,3986
MM,2002,35-44,f,1758
MM,2002,35-44,m,4016
MM,2002,45-54,f,1348
MM,2002,45-54,m,3022
MM,2002,55-64,f,845
MM,2002,55-64,m,1671
MM,2002,65+,f,544
MM,2002,65+,m,1067
MM,2002,,f,109
MM,2002,,m,64
MM,2003,15-24,f,1781
MM,2003,15-24,m,2536
MM,2003,25-34,f,2442
MM,2003,25-34,m,4408
MM,2003,35-44,f,2003
MM,2003,35-44,m,4427
MM,2003,45-54,f,1491
MM,2003,45-54,m,3269
MM,2003,55-64,f,943
MM,2003,55-64,m,1974
MM,2003,65+,f,617
MM,2003,65+,m,1296
MM,2003,,f,154
MM,2003,,m,107
MM,2004,15-24,f,2020
MM,2004,15-24,m,2777
MM,2004,25-34,f,2622
MM,2004,25-34,m,5025
MM,2004,35-44,f,2228
MM,2004,35-44,m,4966
MM,2004,45-54,f,1800
MM,2004,45-54,m,4081
MM,2004,55-64,f,1122
MM,2004,55-64,m,2271
MM,2004,65+,f,713
MM,2004,65+,m,1567
MM,2004,,f,120
MM,2004,,m,96
MM,2005,15-24,f,2376
MM,2005,15-24,m,3401
MM,2005,25-34,f,3047
MM,2005,25-34,m,5877
MM,2005,35-44,f,2563
MM,2005,35-44,m,5888
MM,2005,45-54,f,2101
MM,2005,45-54,m,4585
MM,2005,55-64,f,1218
MM,2005,55-64,m,2557
MM,2005,65+,f,885
MM,2005,65+,m,1764
MM,2005,,f,147
MM,2005,,m,132
MM,2006,15-24,f,2453
MM,2006,15-24,m,3572
MM,2006,25-34,f,3338
MM,2006,25-34,m,6328
MM,2006,35-44,f,2820
MM,2006,35-44,m,6536
MM,2006,45-54,f,2282
MM,2006,45-54,m,5143
MM,2006,55-64,f,1448
MM,2006,55-64,m,2988
MM,2006,65+,f,1016
MM,2006,65+,m,2033
MM,2006,,f,171
MM,2006,,m,113
MM,2007,15-24,f,2719
MM,2007,15-24,m,3591
MM,2007,25-34,f,3500
MM,2007,25-34,m,6569
MM,2007,35-44,f,2998
MM,2007,35-44,m,6826
MM,2007,45-54,f,2486
MM,2007,45-54,m,5507
MM,2007,55-64,f,1601
MM,2007,55-64,m,3152
MM,2007,65+,f,1198
MM,2007,65+,m,2155
MM,2007,,f,159
MM,2007,,m,127
MM,2008,15-24,f,2526
MM,2008,15-24,m,3416
MM,2008,25-34,f,3474
MM,2008,25-34,m,6311
MM,2008,35-44,f,2850
MM,2008,35-44,m,6396
MM,2008,45-54,f,2357
MM,2008,45-54,m,5327
MM,2008,55-64,f,1644
MM,2008,55-64,m,3312
MM,2008,65+,f,1102
MM,2008,65+,m,2235
MM,2008,,f,180
MM,2008,,f,0
MM,2008,,m,118
MM,2008,,m,0
MN,1994,15-24,f,27
MN,1994,15-24,m,23
MN,1994,25-34,f,24
MN,1994,25-34,m,40
MN,1994,35-44,f,13
MN,1994,35-44,m,25
MN,1994,45-54,f,8
MN,1994,45-54,m,19
MN,1994,55-64,f,2
MN,1994,55-64,m,6
MN,1994,65+,f,1
MN,1994,65+,m,1
MN,1994,,f,10
MN,1994,,m,1
MN,1995,15-24,f,70
MN,1995,15-24,m,99
MN,1995,25-34,f,78
MN,1995,25-34,m,111
MN,1995,35-44,f,33
MN,1995,35-44,m,68
MN,1995,45-54,f,15
MN,1995,45-54,m,19
MN,1995,55-64,f,9
MN,1995,55-64,m,13
MN,1995,65+,f,25
MN,1995,65+,m,15
MN,1995,,f,30
MN,1995,,m,37
MN,1996,15-24,f,98
MN,1996,15-24,m,103
MN,1996,25-34,f,114
MN,1996,25-34,m,150
MN,1996,35-44,f,45
MN,1996,35-44,m,91
MN,1996,45-54,f,27
MN,1996,45-54,m,42
MN,1996,55-64,f,19
MN,1996,55-64,m,24
MN,1996,65+,f,12
MN,1996,65+,m,19
MN,1996,,f,17
MN,1996,,m,8
MN,1997,15-24,f,109
MN,1997,15-24,m,173
MN,1997,25-34,f,134
MN,1997,25-34,m,298
MN,1997,35-44,f,71
MN,1997,35-44,m,204
MN,1997,45-54,f,21
MN,1997,45-54,m,72
MN,1997,55-64,f,13
MN,1997,55-64,m,32
MN,1997,65+,f,9
MN,1997,65+,m,17
MN,1997,,f,12
MN,1997,,m,6
MN,1998,15-24,f,162
MN,1998,15-24,m,213
MN,1998,25-34,f,221
MN,1998,25-34,m,251
MN,1998,35-44,f,115
MN,1998,35-44,m,158
MN,1998,45-54,f,32
MN,1998,45-54,m,65
MN,1998,55-64,f,21
MN,1998,55-64,m,32
MN,1998,65+,f,15
MN,1998,65+,m,22
MN,1998,,f,32
MN,1998,,m,17
MN,1999,15-24,f,205
MN,1999,15-24,m,213
MN,1999,25-34,f,252
MN,1999,25-34,m,314
MN,1999,35-44,f,113
MN,1999,35-44,m,178
MN,1999,45-54,f,43
MN,1999,45-54,m,63
MN,1999,55-64,f,18
MN,1999,55-64,m,34
MN,1999,65+,f,17
MN,1999,65+,m,26
MN,1999,,f,25
MN,1999,,m,12
MN,2000,15-24,f,200
MN,2000,15-24,m,181
MN,2000,25-34,f,213
MN,2000,25-34,m,260
MN,2000,35-44,f,113
MN,2000,35-44,m,171
MN,2000,45-54,f,41
MN,2000,45-54,m,68
MN,2000,55-64,f,26
MN,2000,55-64,m,38
MN,2000,65+,f,17
MN,2000,65+,m,23
MN,2000,,f,32
MN,2000,,m,6
MN,2001,15-24,f,253
MN,2001,15-24,m,236
MN,2001,25-34,f,260
MN,2001,25-34,m,269
MN,2001,35-44,f,125
MN,2001,35-44,m,179
MN,2001,45-54,f,48
MN,2001,45-54,m,86
MN,2001,55-64,f,28
MN,2001,55-64,m,45
MN,2001,65+,f,29
MN,2001,65+,m,36
MN,2001,,f,25
MN,2001,,m,13
MN,2002,15-24,f,263
MN,2002,15-24,m,242
MN,2002,25-34,f,253
MN,2002,25-34,m,272
MN,2002,35-44,f,133
MN,2002,35-44,m,184
MN,2002,45-54,f,55
MN,2002,45-54,m,94
MN,2002,55-64,f,22
MN,2002,55-64,m,57
MN,2002,65+,f,23
MN,2002,65+,m,47
MN,2002,,f,16
MN,2002,,m,9
MN,2003,15-24,f,254
MN,2003,15-24,m,206
MN,2003,25-34,f,233
MN,2003,25-34,m,217
MN,2003,35-44,f,148
MN,2003,35-44,m,171
MN,2003,45-54,f,45
MN,2003,45-54,m,93
MN,2003,55-64,f,32
MN,2003,55-64,m,55
MN,2003,65+,f,19
MN,2003,65+,m,39
MN,2003,,f,19
MN,2003,,m,10
MN,2004,15-24,f,283
MN,2004,15-24,m,287
MN,2004,25-34,f,249
MN,2004,25-34,m,256
MN,2004,35-44,f,162
MN,2004,35-44,m,229
MN,2004,45-54,f,62
MN,2004,45-54,m,112
MN,2004,55-64,f,24
MN,2004,55-64,m,54
MN,2004,65+,f,23
MN,2004,65+,m,43
MN,2004,,f,18
MN,2004,,m,6
MN,2005,15-24,f,320
MN,2005,15-24,m,271
MN,2005,25-34,f,270
MN,2005,25-34,m,253
MN,2005,35-44,f,145
MN,2005,35-44,m,232
MN,2005,45-54,f,63
MN,2005,45-54,m,147
MN,2005,55-64,f,32
MN,2005,55-64,m,52
MN,2005,65+,f,25
MN,2005,65+,m,36
MN,2005,,f,15
MN,2005,,m,7
MN,2006,15-24,f,372
MN,2006,15-24,m,317
MN,2006,25-34,f,265
MN,2006,25-34,m,335
MN,2006,35-44,f,180
MN,2006,35-44,m,241
MN,2006,45-54,f,81
MN,2006,45-54,m,157
MN,2006,55-64,f,24
MN,2006,55-64,m,64
MN,2006,65+,f,29
MN,2006,65+,m,41
MN,2006,,f,16
MN,2006,,m,7
MN,2007,15-24,f,273
MN,2007,15-24,m,280
MN,2007,25-34,f,250
MN,2007,25-34,m,270
MN,2007,35-44,f,139
MN,2007,35-44,m,232
MN,2007,45-54,f,80
MN,2007,45-54,m,158
MN,2007,55-64,f,36
MN,2007,55-64,m,48
MN,2007,65+,f,29
MN,2007,65+,m,34
MN,2007,,f,23
MN,2007,,m,4
MN,2008,15-24,f,283
MN,2008,15-24,m,289
MN,2008,25-34,f,229
MN,2008,25-34,m,260
MN,2008,35-44,f,127
MN,2008,35-44,m,235
MN,2008,45-54,f,86
MN,2008,45-54,m,151
MN,2008,55-64,f,32
MN,2008,55-64,m,59
MN,2008,65+,f,26
MN,2008,65+,m,36
MN,2008,,f,18
MN,2008,,f,0
MN,2008,,m,7
MN,2008,,m,0
MO,1995,15-24,f,9
MO,1995,15-24,m,7
MO,1995,25-34,f,18
MO,1995,25-34,m,19
MO,1995,35-44,f,12
MO,1995,35-44,m,20
MO,1995,45-54,f,4
MO,1995,45-54,m,13
MO,1995,55-64,f,5
MO,1995,55-64,m,12
MO,1995,65+,f,6
MO,1995,65+,m,16
MO,1995,,f,0
MO,1995,,m,0
MO,1996,15-24,f,10
MO,1996,15-24,m,16
MO,1996,25-34,f,21
MO,1996,25-34,m,29
MO,1996,35-44,f,14
MO,1996,35-44,m,34
MO,1996,45-54,f,3
MO,1996,45-54,m,20
MO,1996,55-64,f,3
MO,1996,55-64,m,16
MO,1996,65+,f,11
MO,1996,65+,m,26
MO,1996,,f,0
MO,1996,,m,1
MO,1997,15-24,f,10
MO,1997,15-24,m,15
MO,1997,25-34,f,16
MO,1997,25-34,m,38
MO,1997,35-44,f,21
MO,1997,35-44,m,47
